city,city_ascii,state_id,state_name,county_name,timezone,ranking,zips,id
Longboat Key,Longboat Key,FL,Florida,Manatee,America/New_York,3,34228,1840017250
North Springfield,North Springfield,VA,Virginia,Fairfax,America/New_York,3,22151,1840006022
Williston Park,Williston Park,NY,New York,Nassau,America/New_York,2,11596,1840005333
Iron Mountain,Iron Mountain,MI,Michigan,Dickinson,America/Menominee,3,49801,1840001991
Lampasas,Lampasas,TX,Texas,Lampasas,America/Chicago,3,76550,1840020846
Camp Swift,Camp Swift,TX,Texas,Bastrop,America/Chicago,3,78602,1840018243
Berlin,Berlin,NJ,New Jersey,Camden,America/New_York,3,8009,1840001505
Great Neck Plaza,Great Neck Plaza,NY,New York,Nassau,America/New_York,2,11021,1840005292
Winfield,Winfield,IN,Indiana,Lake,America/Chicago,3,46307,1840010228
Breaux Bridge,Breaux Bridge,LA,Louisiana,St. Martin,America/Chicago,3,70517,1840013960
North Riverside,North Riverside,IL,Illinois,Cook,America/Chicago,3,60546,1840011303
Union,Union,KY,Kentucky,Boone,America/New_York,3,41091,1840015166
Knoxville,Knoxville,IA,Iowa,Marion,America/Chicago,3,50138,1840008229
New London,New London,WI,Wisconsin,Waupaca,America/Chicago,3,54961,1840002361
Meraux,Meraux,LA,Louisiana,St. Bernard,America/Chicago,3,70075 70092,1840014003
Tell City,Tell City,IN,Indiana,Perry,America/Indiana/Tell_City,3,47586,1840009755
Haddon Heights,Haddon Heights,NJ,New Jersey,Camden,America/New_York,3,8035,1840003779
Franklin,Franklin,CA,California,Merced,America/Los_Angeles,3,95348,1840075835
Hitchcock,Hitchcock,TX,Texas,Galveston,America/Chicago,3,77510 77563,1840020971
Eagle,Eagle,CO,Colorado,Eagle,America/Denver,3,81631,1840021424
Mechanicstown,Mechanicstown,NY,New York,Orange,America/New_York,3,10940,1840004857
Inverness Highlands South,Inverness Highlands South,FL,Florida,Citrus,America/New_York,3,34452,1840073844
Pocahontas,Pocahontas,AR,Arkansas,Randolph,America/Chicago,3,72455,1840014448
Lockwood,Lockwood,MT,Montana,Yellowstone,America/Denver,3,59101,1840018492
Thompsonville,Thompsonville,CT,Connecticut,Capitol,America/New_York,3,6082,1840003267
Reserve,Reserve,LA,Louisiana,St. John the Baptist,America/Chicago,3,70068 70084,1840013969
Vernon,Vernon,WI,Wisconsin,Waukesha,America/Chicago,4,53149 53189 53103,1840000028
Viola,Viola,NY,New York,Rockland,America/New_York,3,10901 10952,1840004972
Nyack,Nyack,NY,New York,Rockland,America/New_York,2,10960,1840004981
Wickenburg,Wickenburg,AZ,Arizona,Maricopa,America/Phoenix,3,85390 85358,1840022916
Sebastopol,Sebastopol,CA,California,Sonoma,America/Los_Angeles,3,95472 95473,1840021489
Creston,Creston,IA,Iowa,Union,America/Chicago,3,50801,1840000892
Luquillo,Luquillo,PR,Puerto Rico,Luquillo,America/Puerto_Rico,2,773,1630023692
Georgetown,Georgetown,DE,Delaware,Sussex,America/New_York,3,19947,1840006065
Winters,Winters,CA,California,Yolo,America/Los_Angeles,3,95694,1840021484
Forestbrook,Forestbrook,SC,South Carolina,Horry,America/New_York,3,29588 29579,1840035797
DuBois,DuBois,PA,Pennsylvania,Clearfield,America/New_York,3,15801,1840035398
Palmyra,Palmyra,NJ,New Jersey,Burlington,America/New_York,3,8065,1840001479
Mantua,Mantua,VA,Virginia,Fairfax,America/New_York,3,22031 22034 22036 22116,1840006036
Prairie Grove,Prairie Grove,AR,Arkansas,Washington,America/Chicago,3,72753 72730,1840014481
Alamo Heights,Alamo Heights,TX,Texas,Bexar,America/Chicago,3,78209,1840019653
Old Town,Old Town,ME,Maine,Penobscot,America/New_York,3,04468 04489,1840000240
Welcome,Welcome,SC,South Carolina,Greenville,America/New_York,3,29611,1840013499
Jerseyville,Jerseyville,IL,Illinois,Jersey,America/Chicago,3,62052,1840008530
Kimberly,Kimberly,WI,Wisconsin,Outagamie,America/Chicago,3,54136,1840002404
Batesville,Batesville,MS,Mississippi,Panola,America/Chicago,3,38606,1840013607
Trumann,Trumann,AR,Arkansas,Poinsett,America/Chicago,3,72472,1840015406
Montevallo,Montevallo,AL,Alabama,Shelby,America/Chicago,3,35115,1840014825
Escalon,Escalon,CA,California,San Joaquin,America/Los_Angeles,3,95320,1840020262
Caribou,Caribou,ME,Maine,Aroostook,America/New_York,3,4736,1840000145
Belen,Belen,NM,New Mexico,Valencia,America/Denver,3,87002 87031,1840019194
South Apopka,South Apopka,FL,Florida,Orange,America/New_York,3,32703 32793,1840028779
Hartsville,Hartsville,SC,South Carolina,Darlington,America/New_York,3,29550 29551,1840013610
Lexington,Lexington,VA,Virginia,Lexington,America/New_York,3,24450,1840001689
Red Chute,Red Chute,LA,Louisiana,Bossier,America/Chicago,3,71037,1840013789
Page,Page,AZ,Arizona,Coconino,America/Phoenix,3,86040,1840020336
Mascotte,Mascotte,FL,Florida,Lake,America/New_York,3,34736 34753,1840015951
Belle Plaine,Belle Plaine,MN,Minnesota,Scott,America/Chicago,3,56011,1840006775
Hudson Falls,Hudson Falls,NY,New York,Washington,America/New_York,3,12839,1840004178
Williamsburg,Williamsburg,FL,Florida,Orange,America/New_York,3,32821,1840029100
Pleasantville,Pleasantville,NY,New York,Westchester,America/New_York,3,10570,1840004940
Bloomfield,Bloomfield,NM,New Mexico,San Juan,America/Denver,3,87413,1840018994
Crookston,Crookston,MN,Minnesota,Polk,America/Chicago,3,56716,1840006604
Wauseon,Wauseon,OH,Ohio,Fulton,America/New_York,3,43567,1840010217
Villa Hills,Villa Hills,KY,Kentucky,Kenton,America/New_York,3,41017,1840015176
Woodlake,Woodlake,VA,Virginia,Chesterfield,America/New_York,3,23112,1840026845
Gridley,Gridley,CA,California,Butte,America/Los_Angeles,3,95948,1840020181
Oroville East,Oroville East,CA,California,Butte,America/Los_Angeles,4,95966,1840074539
Forest City,Forest City,NC,North Carolina,Rutherford,America/New_York,3,28043,1840016320
Bremen,Bremen,GA,Georgia,Haralson,America/New_York,3,30110 30182,1840013715
McCook,McCook,NE,Nebraska,Red Willow,America/Chicago,3,69001,1840008369
Cos Cob,Cos Cob,CT,Connecticut,Western Connecticut,America/New_York,3,6807,1840026281
Archbald,Archbald,PA,Pennsylvania,Lackawanna,America/New_York,3,18403 18433,1840003374
Pea Ridge,Pea Ridge,AR,Arkansas,Benton,America/Chicago,3,72751,1840014443
King,King,NC,North Carolina,Stokes,America/New_York,3,27021,1840014431
Bellbrook,Bellbrook,OH,Ohio,Greene,America/New_York,3,45305,1840007313
Salem,Salem,IL,Illinois,Marion,America/Chicago,3,62881,1840009789
Dunbar,Dunbar,WV,West Virginia,Kanawha,America/New_York,3,25064,1840006197
Highlands,Highlands,TX,Texas,Harris,America/Chicago,3,77562,1840018254
Scottsburg,Scottsburg,IN,Indiana,Scott,America/Indiana/Indianapolis,3,47170,1840009788
Lakes of the Four Seasons,Lakes of the Four Seasons,IN,Indiana,Lake,America/Chicago,3,46307,1840004833
Noble,Noble,OK,Oklahoma,Cleveland,America/Chicago,3,73068,1840020450
Sunbury,Sunbury,OH,Ohio,Delaware,America/New_York,3,43021 43074,1840003707
Briarcliff Manor,Briarcliff Manor,NY,New York,Westchester,America/New_York,3,10510,1840004948
Aurora,Aurora,MO,Missouri,Lawrence,America/Chicago,3,65605,1840007636
Indian River Estates,Indian River Estates,FL,Florida,St. Lucie,America/New_York,3,34982 34952,1840029044
Charles City,Charles City,IA,Iowa,Floyd,America/Chicago,3,50616,1840000382
Northport,Northport,NY,New York,Suffolk,America/New_York,3,11768,1840005126
Washington,Washington,IA,Iowa,Washington,America/Chicago,3,52353,1840010255
La Follette,La Follette,TN,Tennessee,Campbell,America/New_York,3,37766,1840036150
Heber,Heber,CA,California,Imperial,America/Los_Angeles,3,92249,1840018034
Cedarhurst,Cedarhurst,NY,New York,Nassau,America/New_York,2,11516,1840005339
Cherry Valley,Cherry Valley,CA,California,Riverside,America/Los_Angeles,3,92223,1840017983
Mira Monte,Mira Monte,CA,California,Ventura,America/Los_Angeles,3,93023,1840019197
Cullowhee,Cullowhee,NC,North Carolina,Jackson,America/New_York,3,28723,1840013072
Pacific,Pacific,MO,Missouri,Franklin,America/Chicago,3,63069,1840009644
Willow Oak,Willow Oak,FL,Florida,Polk,America/New_York,3,33860 33811,1840028919
Taneytown,Taneytown,MD,Maryland,Carroll,America/New_York,3,21787,1840005700
Nebraska City,Nebraska City,NE,Nebraska,Otoe,America/Chicago,3,68410,1840008324
Washington,Washington,NJ,New Jersey,Warren,America/New_York,3,7882,1840000945
Elkins Park,Elkins Park,PA,Pennsylvania,Montgomery,America/New_York,3,19027,1840035281
Mims,Mims,FL,Florida,Brevard,America/New_York,3,32754,1840014078
Flatwoods,Flatwoods,KY,Kentucky,Greenup,America/New_York,3,41139,1840013182
East Shoreham,East Shoreham,NY,New York,Suffolk,America/New_York,3,11792 11786,1840034048
Shields,Shields,MI,Michigan,Saginaw,America/Detroit,3,48609,1840004226
Walled Lake,Walled Lake,MI,Michigan,Oakland,America/Detroit,3,48390,1840002435
West Samoset,West Samoset,FL,Florida,Manatee,America/New_York,2,34208 34203,1840029097
St. Rose,St. Rose,LA,Louisiana,St. Charles,America/Chicago,3,70047 70087,1840013973
Rumson,Rumson,NJ,New Jersey,Monmouth,America/New_York,3,7760,1840001360
Yorketown,Yorketown,NJ,New Jersey,Monmouth,America/New_York,3,7726,1840033488
Emerson,Emerson,NJ,New Jersey,Bergen,America/New_York,3,7630,1840003545
Makawao,Makawao,HI,Hawaii,Maui,Pacific/Honolulu,3,96768,1840023236
Scotia,Scotia,NY,New York,Schenectady,America/New_York,3,12302,1840004448
Bridge City,Bridge City,LA,Louisiana,Jefferson,America/Chicago,3,70094,1840013989
Clewiston,Clewiston,FL,Florida,Hendry,America/New_York,3,33440,1840015128
Marble Falls,Marble Falls,TX,Texas,Burnet,America/Chicago,3,78654,1840020870
Wharton,Wharton,NJ,New Jersey,Morris,America/New_York,3,7885,1840000955
Monticello,Monticello,NY,New York,Sullivan,America/New_York,3,12701,1840004791
Richland,Richland,MS,Mississippi,Rankin,America/Chicago,3,39073 39218,1840014889
Whitinsville,Whitinsville,MA,Massachusetts,Worcester,America/New_York,3,1588,1840003153
Riverdale Park,Riverdale Park,MD,Maryland,Prince George's,America/New_York,3,20737 20740 20738,1840005989
Ladera Heights,Ladera Heights,CA,California,Los Angeles,America/Los_Angeles,3,90230 90056,1840028381
East Hills,East Hills,NY,New York,Nassau,America/New_York,3,11577 11576,1840005342
Valley Falls,Valley Falls,SC,South Carolina,Spartanburg,America/New_York,3,29303 29316,1840013512
Lacy-Lakeview,Lacy-Lakeview,TX,Texas,McLennan,America/Chicago,3,76640 76705,1840020818
Southeast Arcadia,Southeast Arcadia,FL,Florida,DeSoto,America/New_York,3,34266,1840035778
Kingsland,Kingsland,TX,Texas,Llano,America/Chicago,3,78639,1840018217
Lake Hallie,Lake Hallie,WI,Wisconsin,Chippewa,America/Chicago,3,54729 54703,1840000279
Ridley Park,Ridley Park,PA,Pennsylvania,Delaware,America/New_York,2,19078,1840000708
Russellville,Russellville,KY,Kentucky,Logan,America/Chicago,3,42276,1840014401
North Patchogue,North Patchogue,NY,New York,Suffolk,America/New_York,3,11772,1840005059
Clarkston,Clarkston,WA,Washington,Asotin,America/Los_Angeles,3,99403,1840018499
Arroyo,Arroyo,PR,Puerto Rico,Arroyo,America/Puerto_Rico,2,714,1630035613
Tolleson,Tolleson,AZ,Arizona,Maricopa,America/Phoenix,3,85353,1840021943
Mammoth Lakes,Mammoth Lakes,CA,California,Mono,America/Los_Angeles,3,93546,1840022493
Mansfield Center,Mansfield Center,MA,Massachusetts,Bristol,America/New_York,3,2048,1840073506
Globe,Globe,AZ,Arizona,Gila,America/Phoenix,3,85501 85502,1840020533
Greenville,Greenville,AL,Alabama,Butler,America/Chicago,4,36037,1840003498
Basehor,Basehor,KS,Kansas,Leavenworth,America/Chicago,3,66007,1840007373
Taft,Taft,CA,California,Kern,America/Los_Angeles,3,93268,1840021736
Savannah,Savannah,TN,Tennessee,Hardin,America/Chicago,3,38372,1840015453
Jasper,Jasper,TX,Texas,Jasper,America/Chicago,3,75951,1840019560
Souderton,Souderton,PA,Pennsylvania,Montgomery,America/New_York,2,18964,1840001378
North Vernon,North Vernon,IN,Indiana,Jennings,America/Indiana/Indianapolis,3,47265,1840008549
Mills River,Mills River,NC,North Carolina,Henderson,America/New_York,3,28759,1840016370
La Junta,La Junta,CO,Colorado,Otero,America/Denver,3,81050,1840020270
Lake Lorraine,Lake Lorraine,FL,Florida,Okaloosa,America/Chicago,3,32579,1840029048
Seaside,Seaside,OR,Oregon,Clatsop,America/Los_Angeles,3,97138,1840021182
Sound Beach,Sound Beach,NY,New York,Suffolk,America/New_York,3,11789,1840005099
Glenolden,Glenolden,PA,Pennsylvania,Delaware,America/New_York,2,19036,1840000699
Neptune Beach,Neptune Beach,FL,Florida,Duval,America/New_York,3,32266,1840015030
San Martin,San Martin,CA,California,Santa Clara,America/Los_Angeles,3,95046 95020 95038,1840018948
Laurel,Laurel,MT,Montana,Yellowstone,America/Denver,3,59044,1840019900
Dahlonega,Dahlonega,GA,Georgia,Lumpkin,America/New_York,3,30533 30597,1840014672
Delafield,Delafield,WI,Wisconsin,Waukesha,America/Chicago,3,53018 53058 53029,1840003017
Dayton,Dayton,TN,Tennessee,Rhea,America/New_York,3,37321,1840014525
Belterra,Belterra,TX,Texas,Hays,America/Chicago,3,78737,1840146927
Pea Ridge,Pea Ridge,WV,West Virginia,Cabell,America/New_York,3,25705 25504,1840038311
Pike Creek,Pike Creek,DE,Delaware,New Castle,America/New_York,3,19808 19707 19711,1840028618
Mead,Mead,WA,Washington,Spokane,America/Los_Angeles,3,99021,1840023786
Wetumpka,Wetumpka,AL,Alabama,Elmore,America/Chicago,3,36093 36092,1840006013
Gonzales,Gonzales,TX,Texas,Gonzales,America/Chicago,3,78629,1840020953
Hiawatha,Hiawatha,IA,Iowa,Linn,America/Chicago,3,52411 52233,1840006989
South Haven,South Haven,IN,Indiana,Porter,America/Chicago,3,46385,1840004834
Sausalito,Sausalito,CA,California,Marin,America/Los_Angeles,3,94965 94966,1840021514
Oakdale,Oakdale,NY,New York,Suffolk,America/New_York,3,11769,1840005063
Cottonwood,Cottonwood,CA,California,Shasta,America/Los_Angeles,3,96022,1840017489
Highgrove,Highgrove,CA,California,Riverside,America/Los_Angeles,3,92507,1840017986
Strasburg,Strasburg,VA,Virginia,Shenandoah,America/New_York,3,22657,1840006004
Seminole,Seminole,OK,Oklahoma,Seminole,America/Chicago,3,74868 74884 74818,1840021776
Keyport,Keyport,NJ,New Jersey,Monmouth,America/New_York,2,7735,1840003691
Greenville,Greenville,IL,Illinois,Bond,America/Chicago,3,62246,1840008563
Connerton,Connerton,FL,Florida,Pasco,America/New_York,3,34637,1840038857
Wescosville,Wescosville,PA,Pennsylvania,Lehigh,America/New_York,3,18106 18103 18062,1840035250
West Frankfort,West Frankfort,IL,Illinois,Franklin,America/Chicago,3,62896,1840010833
Rapid Valley,Rapid Valley,SD,South Dakota,Pennington,America/Denver,3,57703,1840004098
Brockport,Brockport,NY,New York,Monroe,America/New_York,3,14420,1840004287
Millsboro,Millsboro,DE,Delaware,Sussex,America/New_York,3,19966,1840006079
Withamsville,Withamsville,OH,Ohio,Clermont,America/New_York,3,45255 45245,1840007390
Piñon Hills,Pinon Hills,CA,California,San Bernardino,America/Los_Angeles,3,92371 92372,1840025799
Rayne,Rayne,LA,Louisiana,Acadia,America/Chicago,3,70578,1840015042
Clarkston Heights-Vineland,Clarkston Heights-Vineland,WA,Washington,Asotin,America/Los_Angeles,3,99403,1840073891
Northlake,Northlake,TX,Texas,Denton,America/Chicago,3,76226 76247 76262,1840022989
Wailua Homesteads,Wailua Homesteads,HI,Hawaii,Kauai,Pacific/Honolulu,3,96746,1840029591
Dacula,Dacula,GA,Georgia,Gwinnett,America/New_York,3,30019,1840014743
Lincoln,Lincoln,AL,Alabama,Talladega,America/Chicago,3,35160 35096,1840015698
Floris,Floris,VA,Virginia,Fairfax,America/New_York,3,20171 20196,1840024569
Burton,Burton,SC,South Carolina,Beaufort,America/New_York,3,29902 29906,1840013816
Kentfield,Kentfield,CA,California,Marin,America/Los_Angeles,3,94939 94904 94914 94974,1840017603
Clover Creek,Clover Creek,WA,Washington,Pierce,America/Los_Angeles,3,98445 98446,1840041920
Contra Costa Centre,Contra Costa Centre,CA,California,Contra Costa,America/Los_Angeles,2,94597 94598,1840028422
Marengo,Marengo,IL,Illinois,McHenry,America/Chicago,3,60152,1840008084
Sandwich,Sandwich,IL,Illinois,DeKalb,America/Chicago,3,60548,1840009188
Mentor-on-the-Lake,Mentor-on-the-Lake,OH,Ohio,Lake,America/New_York,3,44060,1840034156
Sturgis,Sturgis,SD,South Dakota,Meade,America/Denver,3,57785,1840002174
University Park,University Park,IL,Illinois,Will,America/Chicago,3,60484 60449,1840029849
Porters Neck,Porters Neck,NC,North Carolina,New Hanover,America/New_York,3,28411,1840040293
Grove,Grove,OK,Oklahoma,Delaware,America/Chicago,3,74344 74345,1840020369
Heber Springs,Heber Springs,AR,Arkansas,Cleburne,America/Chicago,3,72543 72545,1840014543
Oceano,Oceano,CA,California,San Luis Obispo,America/Los_Angeles,3,93445 93420 93475,1840019123
Inwood,Inwood,FL,Florida,Polk,America/New_York,3,33881 33880,1840014123
Seminole,Seminole,TX,Texas,Gaines,America/Chicago,3,79360,1840022061
Milton-Freewater,Milton-Freewater,OR,Oregon,Umatilla,America/Los_Angeles,3,97862,1840019916
River Rouge,River Rouge,MI,Michigan,Wayne,America/Detroit,3,48218 48222,1840003960
Cortland,Cortland,OH,Ohio,Trumbull,America/New_York,3,44410,1840007128
Lionville,Lionville,PA,Pennsylvania,Chester,America/New_York,3,19341,1840005502
Decatur,Decatur,TX,Texas,Wise,America/Chicago,3,76234,1840019385
Fircrest,Fircrest,WA,Washington,Pierce,America/Los_Angeles,3,98466,1840019854
Logan,Logan,OH,Ohio,Hocking,America/New_York,3,43138,1840009566
West Miami,West Miami,FL,Florida,Miami-Dade,America/New_York,2,33144 33155,1840016009
Benton,Benton,IL,Illinois,Franklin,America/Chicago,3,62812,1840007543
Ocean Shores,Ocean Shores,WA,Washington,Grays Harbor,America/Los_Angeles,3,98569,1840019849
Winsted,Winsted,CT,Connecticut,Northwest Hills,America/New_York,3,6098,1840003262
South Monrovia Island,South Monrovia Island,CA,California,Los Angeles,America/Los_Angeles,2,91016 91010,1840043043
Mecca,Mecca,CA,California,Riverside,America/Los_Angeles,3,92254,1840019285
Trinity,Trinity,NC,North Carolina,Randolph,America/New_York,3,27370 27263,1840015374
Long Branch,Long Branch,VA,Virginia,Fairfax,America/New_York,3,22032,1840041774
Waveland,Waveland,MS,Mississippi,Hancock,America/Chicago,3,39576 39520,1840015918
Pacific,Pacific,WA,Washington,King,America/Los_Angeles,3,98001 98047,1840019834
Delphos,Delphos,OH,Ohio,Allen,America/New_York,3,45833,1840007172
San Isidro,San Isidro,PR,Puerto Rico,Canóvanas,America/Puerto_Rico,2,729,1630035575
Alta Sierra,Alta Sierra,CA,California,Nevada,America/Los_Angeles,3,95949,1840017553
Church Hill,Church Hill,TN,Tennessee,Hawkins,America/New_York,3,37642,1840014428
Lake Murray of Richland,Lake Murray of Richland,SC,South Carolina,Richland,America/New_York,3,29177 29036 29063,1840073861
Belle Isle,Belle Isle,FL,Florida,Orange,America/New_York,3,32809 32812,1840014101
Addis,Addis,LA,Louisiana,West Baton Rouge,America/Chicago,3,70710,1840015915
Barrington,Barrington,NJ,New Jersey,Camden,America/New_York,3,08007 08033,1840003771
"Islamorada, Village of Islands","Islamorada, Village of Islands",FL,Florida,Monroe,America/New_York,3,33036 33070,1840073890
Nappanee,Nappanee,IN,Indiana,Elkhart,America/Indiana/Indianapolis,3,46550,1840008189
Fayetteville,Fayetteville,TN,Tennessee,Lincoln,America/Chicago,3,37334,1840013476
Heathrow,Heathrow,FL,Florida,Seminole,America/New_York,3,32746,1840014070
Richboro,Richboro,PA,Pennsylvania,Bucks,America/New_York,3,18954,1840005407
New Canaan,New Canaan,CT,Connecticut,Western Connecticut,America/New_York,3,6840,1840153089
Boyes Hot Springs,Boyes Hot Springs,CA,California,Sonoma,America/Los_Angeles,2,95476 95416,1840017572
Philadelphia,Philadelphia,MS,Mississippi,Neshoba,America/Chicago,3,39350,1840014869
Waikoloa Village,Waikoloa Village,HI,Hawaii,Hawaii,Pacific/Honolulu,3,96738,1840029587
Woods Creek,Woods Creek,WA,Washington,Snohomish,America/Los_Angeles,3,98272,1840037864
Frostburg,Frostburg,MD,Maryland,Allegany,America/New_York,3,21532,1840005622
St. Joseph,St. Joseph,MN,Minnesota,Stearns,America/Chicago,3,56374,1840008882
Isanti,Isanti,MN,Minnesota,Isanti,America/Chicago,3,55040,1840007789
Fort Pierce North,Fort Pierce North,FL,Florida,St. Lucie,America/New_York,3,34947 34946,1840073834
Morrilton,Morrilton,AR,Arkansas,Conway,America/Chicago,3,72110,1840014564
Atherton,Atherton,CA,California,San Mateo,America/Los_Angeles,3,94027,1840020308
Clover,Clover,SC,South Carolina,York,America/New_York,3,29710,1840016478
Clinton,Clinton,IL,Illinois,De Witt,America/Chicago,3,61727,1840007255
Sandston,Sandston,VA,Virginia,Henrico,America/New_York,3,23150 23250 23231,1840026826
Demopolis,Demopolis,AL,Alabama,Marengo,America/Chicago,3,36732 36742,1840014897
Robinson,Robinson,IL,Illinois,Crawford,America/Chicago,3,62454,1840009691
Fort Bragg,Fort Bragg,CA,California,Mendocino,America/Los_Angeles,3,95437,1840020189
Spring Lake Park,Spring Lake Park,MN,Minnesota,Anoka,America/Chicago,3,55432,1840008903
Midland Park,Midland Park,NJ,New Jersey,Bergen,America/New_York,3,7432,1840000905
Kosciusko,Kosciusko,MS,Mississippi,Attala,America/Chicago,3,39090,1840014848
Milltown,Milltown,NJ,New Jersey,Middlesex,America/New_York,3,8850,1840001338
Fair Plain,Fair Plain,MI,Michigan,Berrien,America/Detroit,3,49022,1840004697
Rockland,Rockland,ME,Maine,Knox,America/New_York,3,4841,1840000322
Tuckahoe,Tuckahoe,NY,New York,Westchester,America/New_York,2,10707,1840004946
Plymouth Meeting,Plymouth Meeting,PA,Pennsylvania,Montgomery,America/New_York,3,19462,1840005459
Youngtown,Youngtown,AZ,Arizona,Maricopa,America/Phoenix,3,85363,1840022917
Robertsdale,Robertsdale,AL,Alabama,Baldwin,America/Chicago,3,36567,1840014981
West Slope,West Slope,OR,Oregon,Washington,America/Los_Angeles,3,97225 97005 97298,1840018554
Belfast,Belfast,ME,Maine,Waldo,America/New_York,3,4915,1840000300
Staples,Staples,CT,Connecticut,Western Connecticut,America/New_York,3,6880,1840153086
Rutherford,Rutherford,PA,Pennsylvania,Dauphin,America/New_York,2,17111 17036,1840035437
Garnet,Garnet,CA,California,Riverside,America/Los_Angeles,3,92240 92241,1840026985
Parkwood,Parkwood,WA,Washington,Kitsap,America/Los_Angeles,3,98366,1840037518
Garden Home-Whitford,Garden Home-Whitford,OR,Oregon,Washington,America/Los_Angeles,3,97223,1840073958
Mountainside,Mountainside,NJ,New Jersey,Union,America/New_York,3,7092,1840003612
Stratford,Stratford,NJ,New Jersey,Camden,America/New_York,3,8084,1840001516
Perry,Perry,FL,Florida,Taylor,America/New_York,3,32347 32348,1840015046
Kasson,Kasson,MN,Minnesota,Dodge,America/Chicago,3,55944,1840007913
Sudden Valley,Sudden Valley,WA,Washington,Whatcom,America/Los_Angeles,3,98229,1840037740
Ormond-by-the-Sea,Ormond-by-the-Sea,FL,Florida,Volusia,America/New_York,3,32176,1840014042
Greenbrier,Greenbrier,TN,Tennessee,Robertson,America/Chicago,3,37073,1840016014
Roosevelt,Roosevelt,UT,Utah,Duchesne,America/Denver,3,84066,1840020162
Idabel,Idabel,OK,Oklahoma,McCurtain,America/Chicago,3,74745,1840019260
Stickney,Stickney,IL,Illinois,Cook,America/Chicago,3,60402 60804,1840011326
Natrona Heights,Natrona Heights,PA,Pennsylvania,Allegheny,America/New_York,4,15065,1840035119
Kingston,Kingston,RI,Rhode Island,Washington,America/New_York,3,02879 02881,1840003365
Nevada,Nevada,IA,Iowa,Story,America/Chicago,3,50201,1840008125
Homeland Park,Homeland Park,SC,South Carolina,Anderson,America/New_York,3,29626 29624,1840013578
LaFayette,LaFayette,GA,Georgia,Walker,America/New_York,3,30728,1840014656
Oneonta,Oneonta,AL,Alabama,Blount,America/Chicago,4,35121,1840005206
Nitro,Nitro,WV,West Virginia,Kanawha,America/New_York,3,25143 25064,1840006199
Hutchison,Hutchison,VA,Virginia,Fairfax,America/New_York,2,20170,1840153056
Manorhaven,Manorhaven,NY,New York,Nassau,America/New_York,2,11050,1840005306
Sealy,Sealy,TX,Texas,Austin,America/Chicago,3,77474,1840022209
Mount Healthy,Mount Healthy,OH,Ohio,Hamilton,America/New_York,3,45231,1840001607
Union,Union,OH,Ohio,Montgomery,America/New_York,3,45322 45377,1840010583
Fowler,Fowler,CA,California,Fresno,America/Los_Angeles,3,93625,1840020318
Lecanto,Lecanto,FL,Florida,Citrus,America/New_York,3,34461,1840014064
Orlovista,Orlovista,FL,Florida,Orange,America/New_York,3,32808 32835 32811,1840014096
St. Louis,St. Louis,MI,Michigan,Gratiot,America/Detroit,3,48880,1840002878
Junction City,Junction City,OR,Oregon,Lane,America/Los_Angeles,3,97448,1840018623
Morehead,Morehead,KY,Kentucky,Rowan,America/New_York,3,40351,1840014291
Tamaqua,Tamaqua,PA,Pennsylvania,Schuylkill,America/New_York,3,18250 18252,1840002780
Binghamton University,Binghamton University,NY,New York,Broome,America/New_York,2,13902,1840043235
Harrisville,Harrisville,UT,Utah,Weber,America/Denver,3,84404 84414,1840020129
Ewa Villages,Ewa Villages,HI,Hawaii,Honolulu,Pacific/Honolulu,2,96706,1840029578
Whitemarsh Island,Whitemarsh Island,GA,Georgia,Chatham,America/New_York,3,31410,1840029460
Aquia Harbour,Aquia Harbour,VA,Virginia,Stafford,America/New_York,3,22554,1840006216
Mendota,Mendota,IL,Illinois,LaSalle,America/Chicago,3,61342,1840008199
Connellsville,Connellsville,PA,Pennsylvania,Fayette,America/New_York,3,15425,1840001501
Kirtland,Kirtland,OH,Ohio,Lake,America/New_York,3,44094,1840000535
Ambridge,Ambridge,PA,Pennsylvania,Beaver,America/New_York,3,15003,1840001010
St. Albans,St. Albans,VT,Vermont,Franklin,America/New_York,3,05478 05479,1840002267
Catalina,Catalina,AZ,Arizona,Pima,America/Phoenix,3,85739,1840018109
Hamilton,Hamilton,AL,Alabama,Marion,America/Chicago,4,35570,1840003629
Wollochet,Wollochet,WA,Washington,Pierce,America/Los_Angeles,3,98335,1840023843
Old Greenwich,Old Greenwich,CT,Connecticut,Western Connecticut,America/New_York,3,6870,1840026284
Wayne,Wayne,PA,Pennsylvania,Delaware,America/New_York,3,19087,1840153025
Tellico Village,Tellico Village,TN,Tennessee,Loudon,America/New_York,3,37774,1840040591
Live Oak,Live Oak,FL,Florida,Suwannee,America/New_York,3,32064,1840015929
Radisson,Radisson,NY,New York,Onondaga,America/New_York,3,13027,1840146815
St. James,St. James,NC,North Carolina,Brunswick,America/New_York,3,28461,1840017954
Lincroft,Lincroft,NJ,New Jersey,Monmouth,America/New_York,3,7738,1840005449
Napili-Honokowai,Napili-Honokowai,HI,Hawaii,Maui,Pacific/Honolulu,3,96761,1840075038
Mount Carmel,Mount Carmel,IL,Illinois,Wabash,America/Chicago,3,62863,1840008643
Hurricane,Hurricane,WV,West Virginia,Putnam,America/New_York,3,25526,1840006180
Shamokin,Shamokin,PA,Pennsylvania,Northumberland,America/New_York,2,17872,1840000849
